"name","category","component_url","copied_link","thumbnail_url","thumbnail_file","status"
"Arc Globe · A text element with a globe.","Categories","https://www.framer.com/community/marketplace/components/arc-globe/","https://framer.com/m/Arc-Globe-RjCh.js@KtuLluaAaLLkNaOTGxH5","https://y4pdgnepgswqffpt.public.blob.vercel-storage.com/components/rLoX4ATJwSQocTHdOAd8/arc-globe-GTSjAoq9qpUiI6qc1TF4GB8tmtToOA","output/thumbnails/arc-globe.png","Copied component [paste]"
"Arcade Progress Bar · Free Data Component","Categories","https://www.framer.com/community/marketplace/components/arcade-progress-bar/","https://framer.com/m/ArcadeProgressBar-Ux4T.js@iMGxA2ZbP4iU7j6gKyrL","https://y4pdgnepgswqffpt.public.blob.vercel-storage.com/components/cSWRIrGsmeh4OcIoTLzh/arcade-progress-bar-chhvrfyAa53lZyGFeHjxOuxjGEILm6","output/thumbnails/arcade-progress-bar.jpg","Copied component [paste]"
"Arc Flow Button · Smooth arc-shaped motion on hover.","Categories","https://www.framer.com/community/marketplace/components/arcflow-button/","https://framer.com/m/ArcFlow-Button-6YlJB1.js@OSrMMqDExbIuyx5eULrK","https://y4pdgnepgswqffpt.public.blob.vercel-storage.com/components/kJUNFZwhhe3Wtw5Zs0oo/arcflow-button-dpKaxn5G4k9lzKoFv8uPnmi7g61SEu","output/thumbnails/arcflow-button.png","Copied component [paste]"
"ArcGallery · 3D scrollable gallery","Categories","https://www.framer.com/community/marketplace/components/arcgallery/","https://framer.com/m/ArcGallery-ESEi.js@4i4m06Gvd7gkoPS6Fami","https://y4pdgnepgswqffpt.public.blob.vercel-storage.com/components/rhWtlp1wEVJaq2A7rU34/arcgallery-VL0RlQV2hGCxqcc6FsXCb1HmG20AJ1","output/thumbnails/arcgallery.png","Copied component [paste]"
"ArtifyOrb · Cinematic orb with floating stars.","Categories","https://www.framer.com/community/marketplace/components/artifyorb/","https://framer.com/m/Orb-UNN2fi.js@0gt9TPKfCK53bXFHt4eC","https://y4pdgnepgswqffpt.public.blob.vercel-storage.com/components/NUR5ZsSjmrlIT1V3DYMC/artifyorb-WyNWReOT4VycCvMWjz5jtFY4d3D4Do","output/thumbnails/artifyorb.png","Copied component [paste]"
"Artistic Backgrounds · Fluid animated backgrounds","Categories","https://www.framer.com/community/marketplace/components/artistic-backgrounds/","https://framer.com/m/SkapeAmbient-i6GpCI.js@62kNMULdDAZ8F9dUd0AB","https://y4pdgnepgswqffpt.public.blob.vercel-storage.com/components/cVRXrZW0mHuCTdG1loMA/dynamic-backgrounds-MMuG9ZFLsTV05ceYiLnZqdfXaitXGV","output/thumbnails/artistic-backgrounds.png","Copied component [paste]"
"ASCII Art Effect · Free Sections Component","Categories","https://www.framer.com/community/marketplace/components/ascii-art-effect/","https://framer.com/m/Ascii-Art-Effect-hWcz.js@BNBzfhxvc9lVosczzczO","https://y4pdgnepgswqffpt.public.blob.vercel-storage.com/components/fym7ggDiYF41JOyXFZbq/ascii-art-effect-RfukBW2ejbTsO2YvQ8UpCFT675Py3c","output/thumbnails/ascii-art-effect.png","Copied component [paste]"
"ASCII Art · Convert images into ASCII art","Categories","https://www.framer.com/community/marketplace/components/ascii-art/","https://framer.com/m/ASCIIArt-mM1sOL.js@sQmrMcR5ASVdTU24ej6C","https://y4pdgnepgswqffpt.public.blob.vercel-storage.com/components/1rzv4ig9C2r8NlOqlBGF/ascii-art-5bufg6wPQyHixPoTSaiDaX9D6dk62M","output/thumbnails/ascii-art.png","Copied component [paste]"
"ASCII Button · A pill button with an ASCII-render","Categories","https://www.framer.com/community/marketplace/components/ascii-button/","https://framer.com/m/ASCII-WGS67f.js@o3I1f42g8wsYhGY4xaoR","https://y4pdgnepgswqffpt.public.blob.vercel-storage.com/media/cdbd7ebc-86d4-4b64-baea-421f236c7c35/hk9dwrjz","output/thumbnails/ascii-button.png","Copied component [paste]"
"ASCII Flow Trail · Free Interactions Component","Categories","https://www.framer.com/community/marketplace/components/ascii-flow-trail/","https://framer.com/m/Ascii-FlowTrail-1wMf.js@Yz3XgjaqoKr87S5I6u5z","https://y4pdgnepgswqffpt.public.blob.vercel-storage.com/components/OvJXPpBAgt54N2IV64IT/ascii-flow-trail-fwPtufa1MLCGI8KSgr8HWUeTJaWF1z","output/thumbnails/ascii-flow-trail.png","Copied component [paste]"
"ASCII Reveal · ASCII Reveal Image Animation","Categories","https://www.framer.com/community/marketplace/components/ascii-reveal/","https://framer.com/m/ASCIIReveal-Z2Ea7F.js@ELEfRu4D7Mt4uxsdegVn","https://y4pdgnepgswqffpt.public.blob.vercel-storage.com/components/VzZoqxzXliJq4ZsgkvBE/ascii-reveal-bmw8fafG24KEf2F9YZMzlhCJdIWqq4","output/thumbnails/ascii-reveal.png","Copied component [paste]"
"Ascii Water Ripple · Free Sections Component","Categories","https://www.framer.com/community/marketplace/components/ascii-water-ripple/","https://framer.com/m/Ascii-Water-Ripple-zrvA.js@Dq2GC6VdTakdYrEG1nZT","https://y4pdgnepgswqffpt.public.blob.vercel-storage.com/components/qEzxAgS3QcePqbnlxaiO/ascii-water-ripple-RrXNnSWsQJMwhDpT8rJ0Jvck0iH9O3","output/thumbnails/ascii-water-ripple.png","Copied component [paste]"
"Astra Text Flow · Free Interactions Component","Categories","https://www.framer.com/community/marketplace/components/astra-text-flow/","https://framer.com/m/Astra-Text-Flow-hlJQ2u.js@Y7rW05OwTY5hi1de0R3O","https://y4pdgnepgswqffpt.public.blob.vercel-storage.com/components/1D1x1ZjbeVMRi8rz8V8d/astra-text-flow-gp2VPAR3kjTz9Avh3JfPcG4tq0oey9","output/thumbnails/astra-text-flow.jpg","Copied component [paste]"
"AstroSyncPortal · Free Interactions Component","Categories","https://www.framer.com/community/marketplace/components/astrosyncportal/","https://framer.com/m/AstroSyncPortal-98Ko7x.js@iiAKNgajYjGEiYMX8KLW","https://y4pdgnepgswqffpt.public.blob.vercel-storage.com/components/hwaCtxrBOS7ZJMfBBMff/astrosyncportal-y4GOOpmIKeDD0yC4ppG5V3vzeYlrg1","output/thumbnails/astrosyncportal.jpg","Copied component [paste]"
"Asymmetric Grid · Free Carousels Component","Categories","https://www.framer.com/community/marketplace/components/asymmetric-grid/","https://framer.com/m/AsymmetricGrid-N7vKfM.js@TN0IkKyN9JBOOJacjmLm","https://y4pdgnepgswqffpt.public.blob.vercel-storage.com/components/zRoOQLEZPudv856fMOfx/asymmetric-grid-16rV6JvpiaUKNvtLinuQedwsDdsYcf","output/thumbnails/asymmetric-grid.png","Copied component [paste]"
"Audio Player Button · Background sound from a button","Categories","https://www.framer.com/community/marketplace/components/audio-player-button/","https://framer.com/m/Liquid-Player-qS4KuJ.js@Vfy5Pc6qGhS8th3Zxzh5","https://y4pdgnepgswqffpt.public.blob.vercel-storage.com/media/4634ee01-e954-4915-afb3-861c0634228e/2qns8e7n","output/thumbnails/audio-player-button.png","Copied component [paste]"
"Audio Reactor · An Interactive Audio Reactor","Categories","https://www.framer.com/community/marketplace/components/audio-reactor/","https://framer.com/m/AudioReactiveMesh-wM33WP.js@b0LZAhIfd0sUSyAVaq24","https://y4pdgnepgswqffpt.public.blob.vercel-storage.com/media/2ce00227-e754-4780-87eb-5ab30c5e5271/qgredmml","output/thumbnails/audio-reactor.png","Copied component [paste]"
"Audio Waveform · Animated equalizer bars","Categories","https://www.framer.com/community/marketplace/components/audio-waveform/","https://framer.com/m/Waveform-RcMwat.js@RPUPlCfkFcy9X4CnjnUc","https://y4pdgnepgswqffpt.public.blob.vercel-storage.com/components/dq4cFivVw6jdd1TOoDjx/audio-waveform-cxHVAaVvZKB3W25zjURoFUowUKwakL","output/thumbnails/audio-waveform.png","Copied component [paste]"
"Aura Button · Free Buttons Component","Categories","https://www.framer.com/community/marketplace/components/aura-button/","https://framer.com/m/Glow-Button-d8tNFR.js@hgVroAyHRozNmd0ybkUn","https://y4pdgnepgswqffpt.public.blob.vercel-storage.com/components/sLhMAGKxeflRhAiSKMOw/aura-button-Xru4I9UhbAY8WifOLfcDnkBVlUpcAC","output/thumbnails/aura-button.jpg","Copied component [paste]"
"Aura Night Sky · Free Backgrounds Component","Categories","https://www.framer.com/community/marketplace/components/aura-night-sky/","https://framer.com/m/Aura-Night-Sky-oXK3.js@jvbeEhqVz9KQPfHlVlrk","https://y4pdgnepgswqffpt.public.blob.vercel-storage.com/components/EVZn6tb0beVNxn2tYL5N/aura-night-sky-bLyFb8fYWVfBCG29t65eGvNbCoYAVv","output/thumbnails/aura-night-sky.png","Copied component [paste]"
"AuraFrame · Free Backgrounds Component","Categories","https://www.framer.com/community/marketplace/components/auraframe/","https://framer.com/m/Auraframe-5Z9K3P.js@wHOeFEXS1LkBZbGxLFil","https://y4pdgnepgswqffpt.public.blob.vercel-storage.com/components/tUfIfQvS676uQmsAMWSD/auraframe-ua2srjHX7lpfbtHk3qZEWyvFfNE47Z","output/thumbnails/auraframe.jpg","Copied component [paste]"
"3D Credit Card UI · Free Interactions Component","Categories","https://www.framer.com/community/marketplace/components/aurora-3d-card-ui/","https://framer.com/m/Aurora-3D-Credit-Card-Interactive-Fintech-UI-Pnt3Vt.js@xbOx1HGiYsEWp6rFxBoE","https://y4pdgnepgswqffpt.public.blob.vercel-storage.com/components/n4Xld7SXCnxdGLO9E26N/aurora-3d-card-ui-0OFGxsfqinyiWdY9HrpqvMRhlGI7Ru","output/thumbnails/aurora-3d-card-ui.png","Copied component [paste]"
"Aurora Glass Button · Free Buttons Component","Categories","https://www.framer.com/community/marketplace/components/aurora-glass-button/","https://framer.com/m/Aurora-Glass-Btn-dn4w.js@bCK7cy4nMfYviNkfoaJv","https://y4pdgnepgswqffpt.public.blob.vercel-storage.com/components/D5osL1HhYJA8Rnkwq99i/aurora-glass-button-AVEf9ZviB4XvWvS7bQTBVO3yeHdJCp","output/thumbnails/aurora-glass-button.png","Copied component [paste]"
"Aurora Gradient Tag · Free Backgrounds Component","Categories","https://www.framer.com/community/marketplace/components/aurora-gradient-tag/","https://framer.com/m/Aurora-gradientTag-PYnA.js@QkUqRA9R5PgaSIibk7Az","https://y4pdgnepgswqffpt.public.blob.vercel-storage.com/components/iGAN2k1jYP8VdmBCY4Bu/aurora-gradient-tag-My5yVOSrDf1GdZmtJAYPkO2NzLca83","output/thumbnails/aurora-gradient-tag.png","Copied component [paste]"
"AuroraGlass · Premium futuristic glass card UI","Categories","https://www.framer.com/community/marketplace/components/auroraglass/","https://framer.com/m/PremiumFuturisticCardGrid3D-snxsXg.js@mWokzgIeYjXp3Swf9ub7","https://y4pdgnepgswqffpt.public.blob.vercel-storage.com/components/VqIxpd5WCLDhnok1RElP/auroraglass-hHmdKejwBP6bZ6mQel0TAyutfOlAs9","output/thumbnails/auroraglass.jpg","Copied component [paste]"
"AuroraWaveFX · Animated backgrounds for Framer","Categories","https://www.framer.com/community/marketplace/components/aurorawavefx/","https://framer.com/m/ShaderBackground-3nF8z2.js@qPva0BuiFmRXdgOJORvo","https://y4pdgnepgswqffpt.public.blob.vercel-storage.com/components/7lxXt4TJxnohxTBlBkgy/aurorawavefx-7epRmfV9eaHhtf7kSXMeAhP2BeEb3E","output/thumbnails/aurorawavefx.png","Copied component [paste]"
"Auto Breadcrumb · Free Navigation Component","Categories","https://www.framer.com/community/marketplace/components/auto-breadcrumb/","https://framer.com/m/Breadcrumb-t3k7.js@6v8uVdrK2EOUtj1hmmF5","https://y4pdgnepgswqffpt.public.blob.vercel-storage.com/components/oCi690zCa5mQeJza5TwE/auto-breadcrumb-sCuOQddVcJfSuQ2T59fVusjMOJJsVh","output/thumbnails/auto-breadcrumb.jpg","Copied component [paste]"
"Auto Color Swatches · Free Utilities Component","Categories","https://www.framer.com/community/marketplace/components/auto-color-display/","https://framer.com/m/Auto-Color-Display-L8lD.js@rlAW3a5dvkwZm8ypGIe9","https://y4pdgnepgswqffpt.public.blob.vercel-storage.com/components/DjdJ4kxGBlUBxim1B1rS/auto-color-display-wZldrmItCxtcr1P6h5EhX9AbhMzVnO","output/thumbnails/auto-color-display.png","Copied component [paste]"
"Auto Height Image · Free CMS Component","Categories","https://www.framer.com/community/marketplace/components/auto-height-image/","https://framer.com/m/Auto-Height-CMS-Image-7k6W.js@i1p8fxaxGrppqJqlKIBL","https://y4pdgnepgswqffpt.public.blob.vercel-storage.com/components/FX8ZgnizHZE0qVOAyp5r/auto-height-image-KksdXgdSQgNETYjMGZHML4JiDoNU9l","output/thumbnails/auto-height-image.jpg","Copied component [paste]"
"Auto Price Converter · Detects location, converts prices","Categories","https://www.framer.com/community/marketplace/components/auto-price-converter/","https://framer.com/m/Price-Converter-hc8Jhl.js@WrY72sRIiu3H3pyNajLk","https://y4pdgnepgswqffpt.public.blob.vercel-storage.com/components/3fjlo4ia2SQnMvHXK9bR/auto-price-converter-ZUCg7bpOGTTggn4NDZbmWvt4HWFnJ0","output/thumbnails/auto-price-converter.png","Copied component [paste]"
"Auto Switching Text · dynamic animated typograph","Categories","https://www.framer.com/community/marketplace/components/auto-switching-text/","https://framer.com/m/Auto-Switching-TextV1-YuW2n7.js@bfU0cqYpIluPqkgVPRVh","https://y4pdgnepgswqffpt.public.blob.vercel-storage.com/components/tUtfUK3BAqaWGaxt1Tcj/auto-switching-text-K2EFBU17HgpqbMw8GeCdcZmMHqSH5L","output/thumbnails/auto-switching-text.png","Copied component [paste]"
"Auto Tab Showcase · Tabs that switch themselves.","Categories","https://www.framer.com/community/marketplace/components/auto-tab-showcase/","https://framer.com/m/Feature-nYYvjl.js@h8suIbbDDfL4lSGDWkmu","https://y4pdgnepgswqffpt.public.blob.vercel-storage.com/media/80cfdd77-f0f5-4673-ba41-cab79c10eeee/3uipwcy1","output/thumbnails/auto-tab-showcase.jpg","Copied component [paste]"
"AutoCover · Highlight a word on hover","Categories","https://www.framer.com/community/marketplace/components/autocover/","https://framer.com/m/AutoCoverHeading-Vic3Or.js@bPGLvVLHPvALRDtWMigH","https://y4pdgnepgswqffpt.public.blob.vercel-storage.com/components/oPvU8gfgE68S3xjkqVM7/autocover-k2SQ4Rju06uj4uvENqk7BZYMQUlGBA","output/thumbnails/autocover.png","Copied component [paste]"
"AutoVideoGallery · Free Carousels Component","Categories","https://www.framer.com/community/marketplace/components/autovideogallery/","https://framer.com/m/AutoVideoGallery-ch7wsR.js@srI9Co07uzG6wZwkr2od","https://y4pdgnepgswqffpt.public.blob.vercel-storage.com/components/AQ8HoRwacdwKJdVQbPQB/autovideogallery-PoTJc0GY2vMQyWN5wjg84hq4TT7Vrj","output/thumbnails/autovideogallery.png","Copied component [paste]"
"Availability Clock · Free Sections Component","Categories","https://www.framer.com/community/marketplace/components/availability-clock/","https://framer.com/m/LocalClock-cVs7.js@ra04uwXjCqaZsE6Vhxtt","https://y4pdgnepgswqffpt.public.blob.vercel-storage.com/components/zE3EuvlIPghUPffQh97d/availability-clock-bfLJq7YDuYiaajH2xalrIw6TGo8yPO","output/thumbnails/availability-clock.png","Copied component [paste]"
"Avatar Animations · Free Interactions Component","Categories","https://www.framer.com/community/marketplace/components/avatar-animations/","https://framer.com/m/AvatarGroupEditable-1-j5wT.js@fDPIj5tp7EoQ5FrmI7KK","https://y4pdgnepgswqffpt.public.blob.vercel-storage.com/components/ljv5cLjeDlaPLlwRyodC/avatar-animations-K6W71Ey9C4eWSMwu9y2X4LeKkpZpSh","output/thumbnails/avatar-animations.png","Copied component [paste]"
"Avatar Group · Transparent-cutout","Categories","https://www.framer.com/community/marketplace/components/avatar-group/","https://framer.com/m/AvatarGroup-sLjmag.js@gMdFLdwdCL9hLCriubC2","https://y4pdgnepgswqffpt.public.blob.vercel-storage.com/components/O5YuZBRNl1W5LqOSdosv/avatar-group-EwzLnKVWWRzHU21GibZ3M3tkVMnGlC","output/thumbnails/avatar-group.png","Copied component [paste]"
"Avatar Pop · Profile avatars with hover info","Categories","https://www.framer.com/community/marketplace/components/avatar-pop/","https://framer.com/m/Avatar-Pop-vledgg.js@yRJsBqu5kVMeLWQENSEW","https://y4pdgnepgswqffpt.public.blob.vercel-storage.com/components/HlG1Wcbr35sf0pafGBbg/avatar-pop-rRtWMJmgEC2M32TRvb7nFRQTS5OQsJ","output/thumbnails/avatar-pop.jpg","Copied component [paste]"
"Avatar Testimonial · Free Interactions Component","Categories","https://www.framer.com/community/marketplace/components/avatar-testimonial/","https://framer.com/m/Avatar-Testimonial-zl56UF.js@MnrLI9qtLwHVlPxspqk8","https://y4pdgnepgswqffpt.public.blob.vercel-storage.com/components/Q6emt6NvSXBRCRl9CG5a/avatar-testimonial-qAYQODjYQ6CZ3dzce7pSC35dg0293q","output/thumbnails/avatar-testimonial.jpg","Copied component [paste]"
"Award Emblem · A minimal award emblem","Categories","https://www.framer.com/community/marketplace/components/award-emblem/","https://framer.com/m/Award-Emblem-szVY4I.js@qMY3kymJbweMG4YJyP3b","https://y4pdgnepgswqffpt.public.blob.vercel-storage.com/components/0dMIDznmMMhbfsTywP6D/award-emblem-OVjQpvemeBlCvhgAulbK1wP4tx77gx","output/thumbnails/award-emblem.png","Copied component [paste]"
"Award Ribbon Badge · A simple customizable award badge.","Categories","https://www.framer.com/community/marketplace/components/award-ribbon-badge/","https://framer.com/m/award-ribbon-badge-qeanqs.js@ENF4T848W7l4w2bu2ojA","https://y4pdgnepgswqffpt.public.blob.vercel-storage.com/components/Hc1o7UrCOeXSpPqm1fw8/award-ribbon-badge-jrNq2Jtm4t6NLp3z81CPJ7JZJtEmQK","output/thumbnails/award-ribbon-badge.png","Copied component [paste]"
"AYVU - CPFCNPJ Input · Brazilian document input for forms","Categories","https://www.framer.com/community/marketplace/components/ayvu-cpfcnpj-input/","https://framer.com/m/AYVU-CPF-CNPJ-Input-geO3uL.js@TeiUBRcjV6eAzc67eNsY","https://y4pdgnepgswqffpt.public.blob.vercel-storage.com/components/nMcI6SzFnfFfF0bW0HwE/ayvu-cpfcnpj-input-WBFXK1h5D12sC71oJyqHK3FqbATsZM","output/thumbnails/ayvu-cpfcnpj-input.png","Copied component [paste]"
"AYVU - Timed Popup · test","Categories","https://www.framer.com/community/marketplace/components/ayvu-timed-popup/","https://framer.com/m/Popup-AazMnQ.js@5tqFvzut4talFi4YFqqF","https://y4pdgnepgswqffpt.public.blob.vercel-storage.com/components/di6QoEbCYTLGAXc9gM9o/ayvu-timed-popup-FrzYAPh7KiNqY6Vl2ihk7H6BltQnTp","output/thumbnails/ayvu-timed-popup.png","Copied component [paste]"
"Back To Top Button · Free Utilities Component","Categories","https://www.framer.com/community/marketplace/components/back-to-top-button/","https://framer.com/m/BackToTop-WhDS.js@WKMY6lKYImDNoRfYcbel","https://y4pdgnepgswqffpt.public.blob.vercel-storage.com/components/T2jsczKNtfjbckr6ihef/back-to-top-button-oFMYapcVQoi4cjUZR6KfPUq4dFXDFf","output/thumbnails/back-to-top-button.png","Copied component [paste]"
"Back Trigger · Free Layout Component","Categories","https://www.framer.com/community/marketplace/components/back-trigger/","https://framer.com/m/BackTrigger-WT4I.js@hlpJPt86PDl5gp2oJAoK","https://y4pdgnepgswqffpt.public.blob.vercel-storage.com/components/gUEAcQFGkXMDzP4G6ygD/back-trigger-ACLp2jWDLhWHGm4yfCihTouTgjCyHD","output/thumbnails/back-trigger.jpg","Copied component [paste]"
"Backdrop Testimonial · Free Interactions Component","Categories","https://www.framer.com/community/marketplace/components/backdrop-testimonial/","https://framer.com/m/Backdrop-Testimonials-r0aDaP.js@16vYHwIvLuK9FdHOWsvR","https://y4pdgnepgswqffpt.public.blob.vercel-storage.com/components/wEvENcoGeDw20VRuypO0/backdrop-testimonial-CaShGOWLBRj1iaXxXWs3PA7539ocoW","output/thumbnails/backdrop-testimonial.jpg","Copied component [paste]"
"Background Beams · Free Interactions Component","Categories","https://www.framer.com/community/marketplace/components/background-beams/","https://framer.com/m/BackgroundBeams-rQJoiG.js@VEro4plG2HTgBCiTcX7s","https://y4pdgnepgswqffpt.public.blob.vercel-storage.com/components/lFZv42J9kM3NAFVvZ45F/background-beams-64FFoGM5towI6Aar7TfLflAOwOmWAU","output/thumbnails/background-beams.png","Copied component [paste]"
"Background Changer · Free Backgrounds Component","Categories","https://www.framer.com/community/marketplace/components/background-changer/","https://framer.com/m/Background-Color-Change-4FIsXs.js@PbAqKJ6EOHheWVKj95Cw","https://y4pdgnepgswqffpt.public.blob.vercel-storage.com/components/vgQMPACejo4mD0LUWLSp/background-changer-5ySztWH5V8ddw4tPZoJ8H5wO6t9xxA","output/thumbnails/background-changer.jpg","Copied component [paste]"
"Background Pattern · Free Backgrounds Component","Categories","https://www.framer.com/community/marketplace/components/background-pattern/","https://framer.com/m/Background-Pattern-AG6n.js@Tf0ECRTfyblFDXnVL11a","https://y4pdgnepgswqffpt.public.blob.vercel-storage.com/components/sbWEZhpbWDNQ64mRZcmT/background-pattern-PG3A0WiuzS2CPWQoDdCpgYxgImRLpG","output/thumbnails/background-pattern.png","Copied component [paste]"
"Bad Handwriting · Messy handwriting text effect","Categories","https://www.framer.com/community/marketplace/components/bad-handwriting/","https://framer.com/m/Bad-handwriting-7RLRfb.js@I6TKxjBq5bXosmoBhfAG","https://y4pdgnepgswqffpt.public.blob.vercel-storage.com/components/DDIJly0lMboaWf7F1MSl/bad-handwriting-K2vgSRzQONu5mumm3a2W3E4GpeahHT","output/thumbnails/bad-handwriting.png","Copied component [paste]"
"Badges Kit · Custom status badges for Framer UI","Categories","https://www.framer.com/community/marketplace/components/badges-kit/","https://framer.com/m/BadgesKit-sjS9vu.js@t5cv4BLNnl2TAkkps0nL","https://y4pdgnepgswqffpt.public.blob.vercel-storage.com/media/bcb94bf9-7aa9-40d7-b681-19421ce62bd3/egv95ubt","output/thumbnails/badges-kit.jpg","Copied component [paste]"
"Balatro Background · OGL Balatro Shader Background","Categories","https://www.framer.com/community/marketplace/components/balatro-background/","https://framer.com/m/BalatroComponent-Affs.js@0XumZtELyowlIXQU7LzT","https://y4pdgnepgswqffpt.public.blob.vercel-storage.com/components/4pDOY6jVvPMX8zf7aNur/balatro-background-6SFuwiR7w3Wg2lmZfIlhduOnfIkofj","output/thumbnails/balatro-background.png","Copied component [paste]"
"BalloonBackground · Free Backgrounds Component","Categories","https://www.framer.com/community/marketplace/components/balloonbackground/","https://framer.com/m/BalloonBackground-OGnVlY.js@FSZOgVBd2oyznW3Cy0t9","https://y4pdgnepgswqffpt.public.blob.vercel-storage.com/components/9HrVvuCdibZrE4yFjSq6/balloonbackground-rRuYgcxuPe0xwY8cBpnuJqNrdzjB2W","output/thumbnails/balloonbackground.png","Copied component [paste]"
"Banner Announcement · Share important updates instantly","Categories","https://www.framer.com/community/marketplace/components/banner-announcement/","https://framer.com/m/Announcement-Banner-6fSQF8.js@jVHnzUrn0KyW7GNUadfc","https://y4pdgnepgswqffpt.public.blob.vercel-storage.com/media/deba0bf4-43c9-4ba3-8005-55c99e0e8b79/23trnrwd","output/thumbnails/banner-announcement.png","Copied component [paste]"
"Bar Graph · Free Data Component","Categories","https://www.framer.com/community/marketplace/components/bar-graph/","https://framer.com/m/BarGraph-jKuT.js@mhVDYc0pfmO6ZiXI0HEU","https://y4pdgnepgswqffpt.public.blob.vercel-storage.com/components/oEZcp5pNaes7AsBhG2O5/bar-graph-UnXJeblBBHxcBr975YRyHugQ2arKhh","output/thumbnails/bar-graph.png","Copied component [paste]"
"Barcode Generator · Free Backgrounds Component","Categories","https://www.framer.com/community/marketplace/components/barcode-generator/","https://framer.com/m/BarcodeGenerator-lDFS.js@4iSU1uZ83IrqUj088afj","https://y4pdgnepgswqffpt.public.blob.vercel-storage.com/components/sy3JjgSRHk6NrdFNZlBx/barcode-generator-db340NcYe7r4cLrS8DSPWLPUIgfTuq","output/thumbnails/barcode-generator.png","Copied component [paste]"
"Base Box · Free Layout Component","Categories","https://www.framer.com/community/marketplace/components/base-box/","https://framer.com/m/Basebox-aaFo.js@0d3IZgcUQU3VbzZYQrFC","https://y4pdgnepgswqffpt.public.blob.vercel-storage.com/components/ejk4V7570VMdYd0TU9RB/base-box-pQHiS9DY1A5LjkSOXPVGrooJFNWjMf","output/thumbnails/base-box.png","Copied component [paste]"
"Base Button · A clean and customizable button","Categories","https://www.framer.com/community/marketplace/components/base-button/","https://framer.com/m/Simple-Button-JzN5XN.js@GPs08ARQL6fDqAsNHyD7","https://y4pdgnepgswqffpt.public.blob.vercel-storage.com/media/248da9ae-73a7-42a2-bd4d-b06370242b61/g49oe5qo","output/thumbnails/base-button.png","Copied component [paste]"
"Basic FAQ Accordion · Simple FAQ component for framer","Categories","https://www.framer.com/community/marketplace/components/basic-faq-accordion/","https://framer.com/m/FAQ-Accordion-hOI6WA.js@syyxjaWkY3PbITO9pvw7","https://y4pdgnepgswqffpt.public.blob.vercel-storage.com/components/rOtdrCzLAKPEOGXaATmM/basic-faq-accordion-RFkyeVVjE2gWSFiXPN5VyWVWUx6s54","output/thumbnails/basic-faq-accordion.png","Copied component [paste]"
"Beat Maker · Free Interactions Component","Categories","https://www.framer.com/community/marketplace/components/beat-maker/","https://framer.com/m/BeatMaker-2ro8.js@uQU22ExfxKXReWtv5BA6","https://y4pdgnepgswqffpt.public.blob.vercel-storage.com/components/12pDOdwxNC4EN2JbVaQJ/beat-maker-iSPs3YPF39UF44VpwQT11crYPVh2Ej","output/thumbnails/beat-maker.png","Copied component [paste]"
"Before After Pro · High-performance image comparison","Categories","https://www.framer.com/community/marketplace/components/before-after-pro/","https://framer.com/m/BeforeAfterCompare-qWZ9q7.js@bc6bP2U3IRmFsBstXqfc","https://y4pdgnepgswqffpt.public.blob.vercel-storage.com/components/b6g173awdMKxOflbAe0Y/before-after-pro-mzDp6cQlo1IOs85xTFd2fpMO0ygs4I","output/thumbnails/before-after-pro.png","Copied component [paste]"
"Free Before-After · Free Layout Component","Categories","https://www.framer.com/community/marketplace/components/before-and-after/","https://framer.com/m/AdvancedBeforeAfter-H50MX8.js@Mcgsqkj5KLYsgrydFgXR","https://y4pdgnepgswqffpt.public.blob.vercel-storage.com/components/7cCE5wxo0SxY4FX3fCFY/before-and-after-o9IXGiO10rN0jULeOcJLpRtsKTAQve","output/thumbnails/before-and-after.png","Copied component [paste]"
"Before You Leave · Free Forms Component","Categories","https://www.framer.com/community/marketplace/components/before-you-leave/","https://framer.com/m/ExitIntent-phL9.js@iCtKntQzAdXbexmlsH15","https://y4pdgnepgswqffpt.public.blob.vercel-storage.com/components/2wq1mBrHRDagiRAI2rIZ/before-you-leave-8KIr9lbgjoOHajfI9Gd6AeRV9dFxwA","output/thumbnails/before-you-leave.png","Copied component [paste]"
"BeforeSwipe · Free Interactions Component","Categories","https://www.framer.com/community/marketplace/components/beforeswipe/","https://framer.com/m/BeforeAfterSlider-sok1U2.js@yVmB7WjzUFhuXekLv6gh","https://y4pdgnepgswqffpt.public.blob.vercel-storage.com/components/bN9cE1N7nDVXc5Lzmm6i/beforeswipe-KoU643jDxzmN7VD0FukP4tF6gfiTJK","output/thumbnails/beforeswipe.png","Copied component [paste]"
"Bento Gallery · Bento Gallery Component","Categories","https://www.framer.com/community/marketplace/components/bento-gallery/","https://framer.com/m/BentoGallery-T6VH.js@MaI7yHbDqGVoRWLiezpW","https://y4pdgnepgswqffpt.public.blob.vercel-storage.com/components/2pSfdV8RHCSCdoVvWJXa/bento-gallery-cyUZbewc1SuvyVv3HlOvyz9zsSjgTC","output/thumbnails/bento-gallery.png","Copied component [paste]"
"BentoGlow Grid · Free Layout Component","Categories","https://www.framer.com/community/marketplace/components/bentoglow-grid/","https://framer.com/m/MagicBentoGrid-xyJFQr.js@UyDVlDUDFvisZip5Esgm","https://y4pdgnepgswqffpt.public.blob.vercel-storage.com/components/e04PgnO1IfFLKAZZVtjw/bentoglow-grid-DnuLRawODCX1b4ZUpunzxbBytDF2Zz","output/thumbnails/bentoglow-grid.png","Copied component [paste]"
